date,location,administered_janssen,administered_moderna,administered_pfizer,administered_unk_manuf,series_complete_pop_pct
2021-07-04T00:00:00.000,ND,28729,275907,341470,0,39.1
2021-07-04T00:00:00.000,CO,222443,2595251,3416200,3266,52.3
2021-07-04T00:00:00.000,MI,326806,3886288,5252691,1388,47.3
2021-07-04T00:00:00.000,AS,380,11747,35183,0,38.8
2021-07-04T00:00:00.000,LA,125934,1543821,1733293,1190,35.3
2021-07-04T00:00:00.000,VA2,172650,2779176,2416381,4,0
2021-07-04T00:00:00.000,WY,17460,204597,208811,233,35.4
2021-07-04T00:00:00.000,CA,1572148,17442181,24060960,7123,50.4
2021-07-04T00:00:00.000,IA,126984,1292581,1632569,128,48.3
2021-07-04T00:00:00.000,NE,68486,743065,1053942,3509,47.8
2021-07-04T00:00:00.000,RI,47022,507451,729452,111,59.3
2021-07-04T00:00:00.000,ID,51741,572158,707172,929,36.3
2021-07-04T00:00:00.000,OK,97460,1464274,1730096,74,38.7
2021-07-04T00:00:00.000,DC,28021,344220,499833,387,52.9
2021-07-04T00:00:00.000,KS,83514,1098101,1322899,728,42.3
2021-07-04T00:00:00.000,AK,26155,282812,362962,175,43.8
2021-07-04T00:00:00.000,MO,171828,1961767,3025643,454,39.4
2021-07-04T00:00:00.000,NH,57072,646509,842841,21,56.7
2021-07-04T00:00:00.000,NV,125621,1098526,1580678,13,42.4
2021-07-04T00:00:00.000,OH,433016,4400724,5910166,13397,45.1
2021-07-03T00:00:00.000,RP,1967,23178,1,0,73.3
2021-07-03T00:00:00.000,DE,45006,418257,582373,467,50.4
2021-07-03T00:00:00.000,AR,77934,1046560,1127330,630,34.4
2021-07-03T00:00:00.000,MT,38394,423956,481963,637,43.1
2021-07-03T00:00:00.000,GA,222522,3599098,4662211,799,36.8
2021-07-03T00:00:00.000,KS,83311,1096808,1319796,721,42.2
2021-07-03T00:00:00.000,ID,51254,571476,705748,923,36.2
2021-07-03T00:00:00.000,DC,27979,343719,498871,385,52.8
2021-07-03T00:00:00.000,FL,1020805,8508817,11632611,49853,46.2
2021-07-03T00:00:00.000,CO,222047,2592927,3410649,3261,52.2
2021-07-03T00:00:00.000,MA,292013,3545565,5046819,210,62
2021-07-03T00:00:00.000,FM,5020,45889,0,0,24.7
2021-07-03T00:00:00.000,SD,26110,359777,437275,13,45.6
2021-07-03T00:00:00.000,MS,56404,883584,972812,968,29.9
2021-07-03T00:00:00.000,CT,174538,1707771,2539822,540,60.9
2021-07-03T00:00:00.000,NE,68479,743050,1053890,3509,47.8
2021-07-03T00:00:00.000,VT,38905,360534,454340,638,65.9
2021-07-03T00:00:00.000,GU,4615,70487,116398,0,55.4
2021-07-03T00:00:00.000,SC,149026,1705636,2358043,1086,38.9
2021-07-03T00:00:00.000,AS,363,11693,35027,0,38.6
2021-07-03T00:00:00.000,NH,57066,646499,842570,21,56.7
2021-07-03T00:00:00.000,OK,97183,1462492,1726864,72,38.6
2021-07-03T00:00:00.000,TN,169587,2228087,3066187,12654,37.5
2021-07-03T00:00:00.000,NJ,373558,4013118,5520788,29,55.6
2021-07-03T00:00:00.000,WY,17439,204552,208784,233,35.3
2021-07-03T00:00:00.000,IN,216398,2292999,3309548,17354,42.6
2021-07-03T00:00:00.000,LA,125919,1543790,1733280,1190,35.3
2021-07-03T00:00:00.000,ME,105615,685598,831380,418,61.9
2021-07-03T00:00:00.000,DD2,154833,1738604,2362522,1076,0
2021-07-03T00:00:00.000,UT,123839,1162900,1570478,0,37.5
2021-07-03T00:00:00.000,AK,26041,281826,360643,175,43.6
2021-07-03T00:00:00.000,IA,126739,1291693,1629991,128,48.2
2021-07-03T00:00:00.000,MP,428,7920,47694,0,47.1
2021-07-03T00:00:00.000,NM,82959,1051916,1257907,3702,55
2021-07-03T00:00:00.000,WI,237127,2450475,3261826,652,49.9
2021-07-03T00:00:00.000,LTC,23285,2001125,5861757,7217,0
2021-07-03T00:00:00.000,KY,166428,1755573,2095216,532,43.8
2021-07-03T00:00:00.000,ND,28622,275660,340880,0,39.1
2021-07-03T00:00:00.000,VA2,171997,2778145,2415117,4,0
2021-07-03T00:00:00.000,CA,1567950,17412329,23988783,7054,50.2
2021-07-03T00:00:00.000,MO,171640,1959852,3020606,454,39.4
2021-07-03T00:00:00.000,NC,346416,3713367,5261484,438,42
2021-07-03T00:00:00.000,RI,46950,506886,728064,101,59.2
2021-07-03T00:00:00.000,NV,125107,1096164,1574834,13,42.3
2021-07-03T00:00:00.000,NY,954895,8772927,12218311,5647,54.5
2021-07-03T00:00:00.000,OR,174445,1811332,2604953,2742,54
2021-07-03T00:00:00.000,MD,265730,2684794,3963182,6973,56.4
2021-07-03T00:00:00.000,IH2,25890,773409,650456,0,31.8
2021-07-03T00:00:00.000,MH,931,32146,0,0,27
2021-07-03T00:00:00.000,VI,984,24146,53417,0,33.8
2021-07-03T00:00:00.000,MI,326496,3884135,5248976,1386,47.3
2021-07-03T00:00:00.000,HI,36651,590823,965063,93762,52.1
2021-07-03T00:00:00.000,AZ,238979,2889814,3659833,6417,43.4
2021-07-03T00:00:00.000,PA,539762,5791904,7640598,457,50
2021-07-03T00:00:00.000,MN,261964,2312871,3327424,567,52.2
2021-07-03T00:00:00.000,TX,1010226,10570486,14296931,876,41.5
2021-07-03T00:00:00.000,WV,34572,657105,734279,313,37.5
2021-07-03T00:00:00.000,PR,104759,1618827,2020863,330,55.9
2021-07-03T00:00:00.000,AL,112875,1568949,1700168,4,32.9
2021-07-03T00:00:00.000,BP2,8460,80378,106272,0,0
2021-07-03T00:00:00.000,WA,352717,3443938,4825054,5329,55
2021-07-03T00:00:00.000,IL,459404,5143059,7445226,10784,46.5
2021-07-03T00:00:00.000,OH,432109,4396076,5899192,13317,45
2021-07-03T00:00:00.000,VA,331850,3555104,5402085,2539,52.2
2021-07-02T00:00:00.000,PA,538120,5781896,7622756,453,49.9
2021-07-02T00:00:00.000,GU,4479,70205,115060,0,54.8
2021-07-02T00:00:00.000,LTC,22971,2001118,5861689,7217,0
2021-07-02T00:00:00.000,IH2,25778,772855,649020,0,31.8
2021-07-02T00:00:00.000,AR,77197,1044639,1124605,629,34.4
2021-07-02T00:00:00.000,KS,83065,1095397,1317152,717,42.1
2021-07-02T00:00:00.000,MD,265294,2681582,3955123,6914,56.3
2021-07-02T00:00:00.000,FM,5020,45889,0,0,24.7
2021-07-02T00:00:00.000,ME,105351,684583,829899,411,61.8
2021-07-02T00:00:00.000,ID,51039,570790,704725,919,36.2
2021-07-02T00:00:00.000,DD2,154143,1735242,2353850,1068,0
2021-07-02T00:00:00.000,WV,34439,656506,732740,310,37.4
2021-07-02T00:00:00.000,MH,931,32146,0,0,27
2021-07-02T00:00:00.000,SC,148652,1702815,2353726,1086,38.9
2021-07-02T00:00:00.000,WI,236502,2443750,3247467,652,49.7
2021-07-02T00:00:00.000,MI,326022,3882058,5244332,1380,47.3
2021-07-02T00:00:00.000,ND,28539,275408,340268,0,39
2021-07-02T00:00:00.000,HI,36545,590386,963681,93762,52
2021-07-02T00:00:00.000,NM,82681,1050223,1254772,3681,54.8
2021-07-02T00:00:00.000,NY,950623,8751395,12167799,5122,54.3
2021-07-02T00:00:00.000,CT,174444,1707633,2539573,540,60.9
2021-07-02T00:00:00.000,LA,124894,1537497,1724593,1182,35.1
2021-07-02T00:00:00.000,TX,1007055,10552996,14254501,875,41.4
2021-07-02T00:00:00.000,BP2,8456,80374,106271,0,0
2021-07-02T00:00:00.000,IN,197027,2211173,3187790,17050,40.1
2021-07-02T00:00:00.000,NH,56957,646309,830982,21,56.2
2021-07-02T00:00:00.000,IA,126195,1290575,1624111,128,48.1
2021-07-02T00:00:00.000,RI,46936,506781,727457,99,59.2
2021-07-02T00:00:00.000,CA,1562259,17386294,23923319,6971,50.1
2021-07-02T00:00:00.000,AK,25912,281509,359686,171,43.5
2021-07-02T00:00:00.000,NJ,372545,4007066,5506588,29,55.4
2021-07-02T00:00:00.000,WA,351368,3438619,4812507,5312,54.8
2021-07-02T00:00:00.000,OH,431268,4392005,5888066,13207,44.9
2021-07-02T00:00:00.000,RP,1967,23178,1,0,73.3
2021-07-02T00:00:00.000,DC,27896,342308,496658,383,52.5
2021-07-02T00:00:00.000,WY,16929,201747,205121,228,34.6
2021-07-02T00:00:00.000,TN,161359,2161556,2961682,12418,35.5
2021-07-02T00:00:00.000,IL,457987,5136384,7426652,10661,46.4
2021-07-02T00:00:00.000,AS,353,11693,34985,0,38.5
2021-07-02T00:00:00.000,VA,331042,3550750,5389424,2531,52.1
2021-07-02T00:00:00.000,OR,173866,1808620,2600284,2722,53.9
2021-07-02T00:00:00.000,DE,44742,417471,581069,462,50.3
2021-07-02T00:00:00.000,VT,38772,360273,453784,637,65.8
2021-07-02T00:00:00.000,VI,970,24118,53241,0,33.6
2021-07-02T00:00:00.000,VA2,171253,2776838,2413893,4,0
2021-07-02T00:00:00.000,AL,112294,1566303,1687022,4,32.7
2021-07-02T00:00:00.000,KY,165822,1752923,2091475,531,43.7
2021-07-02T00:00:00.000,MA,291294,3541970,5039204,210,61.9
2021-07-02T00:00:00.000,SD,26016,359576,436384,13,45.5
2021-07-02T00:00:00.000,AZ,236945,2885500,3652760,6375,43.2
2021-07-02T00:00:00.000,NC,346024,3710015,5253785,438,42
2021-07-02T00:00:00.000,OK,96935,1460630,1723332,72,38.6
2021-07-02T00:00:00.000,NV,124614,1094837,1570545,13,42.2
2021-07-02T00:00:00.000,PR,102507,1601160,1992600,325,55.1
2021-07-02T00:00:00.000,MO,170403,1953645,3008366,450,39.2
2021-07-02T00:00:00.000,MT,38252,423468,481267,636,43.1
2021-07-02T00:00:00.000,NE,68467,743038,1053827,3509,47.8
2021-07-02T00:00:00.000,GA,221230,3587586,4637011,781,36.7
2021-07-02T00:00:00.000,FL,1016716,8497416,11604288,49320,46.1
2021-07-02T00:00:00.000,MP,417,7844,47355,0,46.6
2021-07-02T00:00:00.000,CO,221256,2588893,3398641,3232,52.1
2021-07-02T00:00:00.000,MN,261591,2310617,3321045,547,52.1
2021-07-02T00:00:00.000,UT,123836,1162816,1570361,0,37.5
2021-07-02T00:00:00.000,MS,56397,883530,972683,968,29.8
2021-07-01T00:00:00.000,RP,1944,23178,1,0,73.2
2021-07-01T00:00:00.000,IH2,25691,772271,647342,0,31.7
2021-07-01T00:00:00.000,MS,56388,883459,972600,968,29.8
2021-07-01T00:00:00.000,DD2,152962,1731550,2344173,1054,0
2021-07-01T00:00:00.000,MN,261095,2308294,3314148,533,52
2021-07-01T00:00:00.000,IA,126005,1290008,1623200,128,48
2021-07-01T00:00:00.000,NM,82463,1047638,1250676,3646,54.6
2021-07-01T00:00:00.000,GA,221133,3587277,4636493,781,36.7
2021-07-01T00:00:00.000,TX,1003789,10538240,14213564,874,41.3
2021-07-01T00:00:00.000,AL,112282,1566179,1686931,4,32.7
2021-07-01T00:00:00.000,NJ,371536,4000426,5492843,29,55.3
2021-07-01T00:00:00.000,AK,24930,279661,355475,169,43
2021-07-01T00:00:00.000,LTC,22459,2000730,5860979,7217,0
2021-07-01T00:00:00.000,AS,327,11614,34839,0,38.2
2021-07-01T00:00:00.000,KY,165318,1750279,2086815,531,43.6
2021-07-01T00:00:00.000,TN,160843,2158584,2952205,12241,35.5
2021-07-01T00:00:00.000,MH,931,32146,0,0,27
2021-07-01T00:00:00.000,GU,4469,70157,115054,0,54.7
2021-07-01T00:00:00.000,NE,68463,743027,1053789,3509,47.8
2021-07-01T00:00:00.000,SD,25936,359302,435477,13,45.5
2021-07-01T00:00:00.000,KS,82766,1094261,1313970,715,42
2021-07-01T00:00:00.000,FL,1012101,8484817,11567478,48694,45.9
2021-07-01T00:00:00.000,SC,148263,1699823,2349406,1086,38.8
2021-07-01T00:00:00.000,OK,96650,1458830,1718478,72,38.5
2021-07-01T00:00:00.000,WA,350126,3433156,4800491,5280,54.7
2021-07-01T00:00:00.000,IN,196401,2208505,3178562,16866,40
2021-07-01T00:00:00.000,BP2,8403,80214,105994,0,0
2021-07-01T00:00:00.000,AZ,235582,2881286,3645442,6283,43.1
2021-07-01T00:00:00.000,UT,123830,1162798,1570349,0,37.5
2021-07-01T00:00:00.000,OR,173193,1806173,2594814,2707,53.8
2021-07-01T00:00:00.000,MI,325267,3877274,5234727,1379,47.2
2021-07-01T00:00:00.000,PA,536338,5770941,7606349,446,49.7
2021-07-01T00:00:00.000,DC,27818,341211,495634,381,52.3
2021-07-01T00:00:00.000,DE,44508,416690,579730,454,50.1
2021-07-01T00:00:00.000,CO,220788,2586735,3392811,3210,52
2021-07-01T00:00:00.000,NH,56882,646118,829720,21,56.1
2021-07-01T00:00:00.000,NC,344455,3703207,5236970,438,41.9
2021-07-01T00:00:00.000,ME,105103,683683,826053,411,61.5
2021-07-01T00:00:00.000,MP,417,7844,47355,0,46.6
2021-07-01T00:00:00.000,VA2,170497,2775388,2412623,4,0
2021-07-01T00:00:00.000,NV,124184,1093566,1566084,13,42.1
2021-07-01T00:00:00.000,MA,290631,3537676,5029845,210,61.8
2021-07-01T00:00:00.000,LA,124367,1534812,1719860,1182,35
2021-07-01T00:00:00.000,FM,4914,45718,0,0,24.4
2021-07-01T00:00:00.000,PR,102502,1601076,1992598,325,55.1
2021-07-01T00:00:00.000,MO,169791,1950809,3001920,450,39.2
2021-07-01T00:00:00.000,OH,430233,4385839,5874038,13083,44.8
2021-07-01T00:00:00.000,VA,329911,3545234,5371513,2507,51.9
2021-07-01T00:00:00.000,IL,456603,5128657,7406238,10534,46.3
2021-07-01T00:00:00.000,NY,948791,8743524,12153595,5114,54.2
2021-07-01T00:00:00.000,MT,38042,422825,480004,598,42.9
2021-07-01T00:00:00.000,VI,965,24100,53080,0,33.5
2021-07-01T00:00:00.000,HI,36208,589333,960913,93762,51.8
2021-07-01T00:00:00.000,RI,46877,506125,725808,92,59
2021-07-01T00:00:00.000,WI,235819,2441522,3240288,650,49.6
2021-07-01T00:00:00.000,WY,16847,201513,204650,228,34.5
2021-07-01T00:00:00.000,VT,38701,359951,453204,635,65.7
2021-07-01T00:00:00.000,WV,34235,655496,730400,310,37.3
2021-07-01T00:00:00.000,ND,28460,275139,339509,0,38.9
2021-07-01T00:00:00.000,CA,1556146,17353579,23855076,6884,50
2021-07-01T00:00:00.000,MD,264518,2675948,3944038,6840,56.1
2021-07-01T00:00:00.000,AR,76949,1042177,1120864,627,34.3
2021-07-01T00:00:00.000,ID,50863,570180,703747,911,36.1
2021-07-01T00:00:00.000,CT,173848,1705470,2534261,533,60.8
2021-06-30T00:00:00.000,NY,945307,8728448,12111655,5087,54
2021-06-30T00:00:00.000,MN,260399,2303859,3302402,516,51.8
2021-06-30T00:00:00.000,VA,328968,3541016,5358175,2501,51.8
2021-06-30T00:00:00.000,MO,169144,1947414,2994572,450,39.1
2021-06-30T00:00:00.000,AZ,217647,2782860,3490041,6087,40.2
2021-06-30T00:00:00.000,AR,76644,1039420,1113190,620,34.1
2021-06-30T00:00:00.000,CO,220025,2583042,3382718,3179,51.8
2021-06-30T00:00:00.000,WV,34097,654565,728660,298,37.2
2021-06-30T00:00:00.000,SD,25815,358905,434554,13,45.4
2021-06-30T00:00:00.000,WA,348914,3426704,4782905,5255,54.5
2021-06-30T00:00:00.000,PR,96538,1345171,1788713,310,46.2
2021-06-30T00:00:00.000,AK,24809,279151,354543,169,42.9
2021-06-30T00:00:00.000,OH,429239,4381217,5861517,12995,44.7
2021-06-30T00:00:00.000,WY,16719,201119,203684,227,34.4
2021-06-30T00:00:00.000,TX,1000782,10524420,14160317,861,41.2
2021-06-30T00:00:00.000,UT,123317,1161036,1563457,0,37.3
2021-06-30T00:00:00.000,PA,534158,5757721,7581672,429,49.6
2021-06-30T00:00:00.000,WI,235261,2438822,3231759,643,49.5
2021-06-30T00:00:00.000,CT,173289,1703598,2527998,520,60.7
2021-06-30T00:00:00.000,MH,931,32146,0,0,27
2021-06-30T00:00:00.000,SC,147645,1697037,2344291,1086,38.7
2021-06-30T00:00:00.000,DE,44379,416074,578277,445,50
2021-06-30T00:00:00.000,ID,50541,569637,702494,901,36
2021-06-30T00:00:00.000,IA,125742,1289106,1620155,128,48
2021-06-30T00:00:00.000,FM,4867,45640,0,0,24.3
2021-06-30T00:00:00.000,IH2,25557,771091,645541,0,31.6
2021-06-30T00:00:00.000,TN,160396,2155658,2944542,12031,35.4
2021-06-30T00:00:00.000,IN,195732,2206048,3169059,16680,39.9
2021-06-30T00:00:00.000,NC,343401,3698335,5222480,438,41.7
2021-06-30T00:00:00.000,RP,1944,23178,1,0,73.2
2021-06-30T00:00:00.000,MT,37947,422472,479041,596,42.9
2021-06-30T00:00:00.000,NH,56779,642757,815808,21,55.6
2021-06-30T00:00:00.000,VA2,169807,2774055,2411144,4,0
2021-06-30T00:00:00.000,NV,123580,1091894,1560611,13,41.9
2021-06-30T00:00:00.000,CA,1550221,17319209,23767831,6823,49.8
2021-06-30T00:00:00.000,DD2,151922,1724295,2328303,1048,0
2021-06-30T00:00:00.000,OR,172173,1800953,2541875,2690,52.7
2021-06-30T00:00:00.000,NJ,370466,3993654,5477345,29,55.1
2021-06-30T00:00:00.000,NE,68267,742369,1051502,3487,47.7
2021-06-30T00:00:00.000,VT,38624,359624,452701,634,65.6
2021-06-30T00:00:00.000,MD,263760,2672319,3933645,6725,56
2021-06-30T00:00:00.000,MP,417,7844,47355,0,46.6
2021-06-30T00:00:00.000,VI,962,24060,52947,0,33.5
2021-06-30T00:00:00.000,ME,104875,682680,816971,406,61
2021-06-30T00:00:00.000,GA,220458,3581210,4620360,775,36.6
2021-06-30T00:00:00.000,MS,56286,882319,969934,968,29.8
2021-06-30T00:00:00.000,AS,272,11464,34367,0,37.7
2021-06-30T00:00:00.000,IL,454990,5121077,7384797,10409,46.2
2021-06-30T00:00:00.000,KY,164698,1747620,2081419,522,43.5
2021-06-30T00:00:00.000,NM,82227,1046078,1248378,3611,54.5
2021-06-30T00:00:00.000,ND,28312,274994,338600,0,38.8
2021-06-30T00:00:00.000,LTC,22234,2000538,5860660,7217,0
2021-06-30T00:00:00.000,RI,46790,505452,723729,87,58.9
2021-06-30T00:00:00.000,AL,111637,1560266,1678700,4,32.5
2021-06-30T00:00:00.000,KS,82334,1092476,1308659,708,41.9
2021-06-30T00:00:00.000,HI,36080,588918,959411,93762,51.7
2021-06-30T00:00:00.000,DC,27751,340841,494621,380,52.2
2021-06-30T00:00:00.000,OK,96347,1457030,1713901,72,38.4
2021-06-30T00:00:00.000,LA,123673,1529630,1685012,1178,34.6
2021-06-30T00:00:00.000,FL,1009485,8474378,11531025,48162,45.8
2021-06-30T00:00:00.000,GU,4356,69972,113512,0,54
2021-06-30T00:00:00.000,MI,324522,3873717,5224425,1373,47.1
2021-06-30T00:00:00.000,BP2,8360,80033,105858,0,0
2021-06-30T00:00:00.000,MA,289840,3533972,5012814,210,61.6
2021-06-29T00:00:00.000,HI,36066,588898,959152,93762,51.7
2021-06-29T00:00:00.000,MN,256448,2294093,3284213,505,51.3
2021-06-29T00:00:00.000,IN,195130,2204190,3160842,16496,39.8
2021-06-29T00:00:00.000,AK,24659,278411,352254,169,42.8
2021-06-29T00:00:00.000,MD,263212,2668786,3922921,6586,55.9
2021-06-29T00:00:00.000,MA,289341,3531278,5005089,202,61.5
2021-06-29T00:00:00.000,NJ,369601,3988794,5460771,29,55
2021-06-29T00:00:00.000,VA,328312,3537201,5347482,2494,51.7
2021-06-29T00:00:00.000,IH2,25450,770694,644251,0,31.6
2021-06-29T00:00:00.000,MT,37231,419783,475223,588,42.3
2021-06-29T00:00:00.000,MO,167986,1939436,2974071,449,38.8
2021-06-29T00:00:00.000,ND,28239,274845,338041,0,38.7
2021-06-29T00:00:00.000,VT,38563,359558,452494,634,65.5
2021-06-29T00:00:00.000,KY,164270,1745633,2077339,515,43.4
2021-06-29T00:00:00.000,MP,407,7832,47028,0,46.3
2021-06-29T00:00:00.000,LTC,22037,2000232,5860117,7217,0
2021-06-29T00:00:00.000,DE,44239,415683,577198,438,49.9
2021-06-29T00:00:00.000,MI,323865,3870881,5215356,1369,47
2021-06-29T00:00:00.000,LA,123130,1527743,1681061,1161,34.5
2021-06-29T00:00:00.000,OH,428264,4378064,5852920,12819,44.7
2021-06-29T00:00:00.000,WA,348022,3421026,4768741,5232,54.4
2021-06-29T00:00:00.000,WY,16710,201087,203670,227,34.4
2021-06-29T00:00:00.000,DD2,150969,1713632,2301285,1038,0
2021-06-29T00:00:00.000,SD,25734,358806,433603,13,45.3
2021-06-29T00:00:00.000,AL,111609,1560090,1678201,4,32.5
2021-06-29T00:00:00.000,RP,1944,23178,1,0,73.1
2021-06-29T00:00:00.000,FM,4704,45348,0,0,24
2021-06-29T00:00:00.000,MS,56150,881372,967998,968,29.7
2021-06-29T00:00:00.000,OK,96062,1455467,1709954,67,38.3
2021-06-29T00:00:00.000,CA,1544739,17283513,23678544,6752,49.7
2021-06-29T00:00:00.000,MH,931,32033,0,0,26.9
2021-06-29T00:00:00.000,UT,122982,1160208,1559872,0,37.2
2021-06-29T00:00:00.000,FL,1005306,8465676,11497220,47581,45.7
2021-06-29T00:00:00.000,PR,96042,1338044,1773828,307,45.8
2021-06-29T00:00:00.000,NH,56764,642741,815451,21,55.6
2021-06-29T00:00:00.000,VI,948,24045,52719,0,33.3
2021-06-29T00:00:00.000,WV,34001,654039,727450,296,37.1
2021-06-29T00:00:00.000,DC,27687,340419,493728,372,52.1
2021-06-29T00:00:00.000,IL,453593,5116530,7367053,10276,46.1
2021-06-29T00:00:00.000,IA,125369,1288329,1617890,128,47.9
2021-06-29T00:00:00.000,SC,147342,1694984,2338836,1086,38.5
2021-06-29T00:00:00.000,CO,219129,2580182,3375246,3125,51.7
2021-06-29T00:00:00.000,NE,66533,741441,1048587,3461,47.5
2021-06-29T00:00:00.000,WI,234773,2436806,3226158,641,49.4
2021-06-29T00:00:00.000,TN,159588,2152838,2938937,11868,35.3
2021-06-29T00:00:00.000,AR,76463,1037987,1110449,619,34
2021-06-29T00:00:00.000,KS,82122,1091485,1305976,705,41.8
2021-06-29T00:00:00.000,BP2,8360,80026,105856,0,0
2021-06-29T00:00:00.000,AZ,217003,2779613,3482728,6026,40.2
2021-06-29T00:00:00.000,AS,272,11464,34367,0,37.7
2021-06-29T00:00:00.000,CT,172924,1702052,2523868,510,60.5
2021-06-29T00:00:00.000,ME,104654,682205,816225,399,60.9
2021-06-29T00:00:00.000,TX,998017,10509986,14107873,855,41
2021-06-29T00:00:00.000,RI,46723,504905,722467,87,58.8
2021-06-29T00:00:00.000,ID,50352,569209,700641,897,36
2021-06-29T00:00:00.000,GU,4345,69893,113472,0,54
2021-06-29T00:00:00.000,GA,219876,3577214,4608304,772,36.5
2021-06-29T00:00:00.000,NM,80746,1026045,1230290,3572,53.7
2021-06-29T00:00:00.000,OR,171517,1798353,2536840,2669,52.6
2021-06-29T00:00:00.000,NV,123141,1090044,1554992,13,41.8
2021-06-29T00:00:00.000,NC,302289,3464204,4860008,340,39.2
2021-06-29T00:00:00.000,VA2,169181,2773268,2409903,4,0
2021-06-29T00:00:00.000,NY,942802,8719550,12080994,5044,53.9
2021-06-29T00:00:00.000,PA,533430,5754753,7573480,429,49.5
2021-06-28T00:00:00.000,FM,4704,45348,0,0,24
2021-06-28T00:00:00.000,KY,164150,1744508,2075373,515,43.3
2021-06-28T00:00:00.000,DE,44196,415363,576555,434,49.9
2021-06-28T00:00:00.000,MD,262733,2666614,3915463,6494,55.8
2021-06-28T00:00:00.000,MN,256288,2293711,3282681,504,51.3
2021-06-28T00:00:00.000,LTC,21539,2000223,5860071,7217,0
2021-06-28T00:00:00.000,DC,27657,340295,493132,372,52
2021-06-28T00:00:00.000,AL,111053,1557004,1673556,4,32.4
2021-06-28T00:00:00.000,ND,28233,274837,338008,0,38.7
2021-06-28T00:00:00.000,AS,272,11464,34367,0,37.7
2021-06-28T00:00:00.000,IN,195023,2203225,3158089,16460,39.8
2021-06-28T00:00:00.000,IH2,25434,770654,644004,0,31.6
2021-06-28T00:00:00.000,CT,172617,1700960,2521145,510,60.5
2021-06-28T00:00:00.000,IA,125235,1288008,1616253,128,47.9
2021-06-28T00:00:00.000,LA,123022,1527066,1679354,1161,34.5
2021-06-28T00:00:00.000,ID,50318,568925,699495,895,35.9
2021-06-28T00:00:00.000,GA,215008,3533279,4474499,746,35.5
2021-06-28T00:00:00.000,OR,171517,1798353,2536838,2669,52.6
2021-06-28T00:00:00.000,OH,428038,4375839,5847867,12798,44.6
2021-06-28T00:00:00.000,SD,25458,358463,431173,13,45.1
2021-06-28T00:00:00.000,BP2,8358,80026,105855,0,0
2021-06-28T00:00:00.000,MT,37217,419722,475057,588,42.2
2021-06-28T00:00:00.000,PR,95690,1330683,1761526,307,45.4
2021-06-28T00:00:00.000,MI,322145,3854814,5174957,1367,46.6
2021-06-28T00:00:00.000,OK,96004,1454902,1708019,67,38.3
2021-06-28T00:00:00.000,FL,1002481,8457904,11474286,47543,45.6
2021-06-28T00:00:00.000,MS,55732,876593,954237,968,29.3
2021-06-28T00:00:00.000,RI,46700,504633,721626,84,58.7
2021-06-28T00:00:00.000,RP,1944,23178,1,0,73.1
2021-06-28T00:00:00.000,VA,327807,3534461,5339660,2491,51.6
2021-06-28T00:00:00.000,AK,24629,277716,350819,167,42.7
2021-06-28T00:00:00.000,IL,453185,5115207,7360189,10258,46
2021-06-28T00:00:00.000,MH,931,32033,0,0,26.9
2021-06-28T00:00:00.000,SC,147171,1693273,2336268,1086,38.5
2021-06-28T00:00:00.000,MP,384,7813,46656,0,45.9
2021-06-28T00:00:00.000,ME,104192,680946,814156,388,60.7
2021-06-28T00:00:00.000,MA,289017,3529175,4999429,202,61.4
2021-06-28T00:00:00.000,WI,234675,2436147,3224273,641,49.3
2021-06-28T00:00:00.000,KS,82060,1090823,1304579,703,41.8
2021-06-28T00:00:00.000,UT,121489,1154241,1533230,0,36.7
2021-06-28T00:00:00.000,NH,56757,642721,815053,21,55.5
2021-06-28T00:00:00.000,CA,1539692,17264798,23624793,6745,49.6
2021-06-28T00:00:00.000,GU,4334,69839,113324,0,53.9
2021-06-28T00:00:00.000,MO,167892,1937348,2970725,449,38.7
2021-06-28T00:00:00.000,CO,218625,2576647,3365072,3100,51.6
2021-06-28T00:00:00.000,WV,33907,650634,722532,295,37
2021-06-28T00:00:00.000,PA,532728,5751451,7566261,429,49.5
2021-06-28T00:00:00.000,VI,942,24044,52523,0,33.2
2021-06-28T00:00:00.000,AZ,216834,2778215,3477584,6021,40.1
2021-06-28T00:00:00.000,NJ,368975,3985209,5449535,29,54.9
2021-06-28T00:00:00.000,TX,994953,10496529,14072926,853,40.9
2021-06-28T00:00:00.000,DD2,150315,1699904,2269312,1031,0
2021-06-28T00:00:00.000,HI,35998,588627,958340,93762,51.7
2021-06-28T00:00:00.000,NC,301971,3463110,4856235,340,39.2
2021-06-28T00:00:00.000,VT,38369,358066,451475,634,65.2
2021-06-28T00:00:00.000,VA2,169174,2773261,2409900,4,0
2021-06-28T00:00:00.000,WY,16619,200625,202009,227,34.1
2021-06-28T00:00:00.000,NE,66420,740773,1046827,3447,47.4
2021-06-28T00:00:00.000,NY,939896,8709959,12042442,5010,53.7
2021-06-28T00:00:00.000,WA,347577,3414673,4756884,5226,54.3
2021-06-28T00:00:00.000,TN,159461,2151882,2935949,11836,35.3
2021-06-28T00:00:00.000,NV,122891,1088844,1550249,13,41.8
2021-06-28T00:00:00.000,NM,80697,1025459,1229986,3572,53.7
2021-06-28T00:00:00.000,AR,76373,1037468,1109609,619,34
2021-06-27T00:00:00.000,IH2,25432,770595,643866,0,31.6
2021-06-27T00:00:00.000,AL,110819,1555095,1664210,4,32.3
2021-06-27T00:00:00.000,HI,35953,588523,957723,93762,51.6
